source,target
saifuddeen89,Kenzo_Hamtaro msaid_didu
saifuddeen89,_KingPurwa
hudikuning,sbyfess
MbakNeko,sbyfess
itsme979797,sbyfess
KetuaKelassss,sbyfess
bayudwk,kanyadania sbyfess
Sopir_jimny,sbyfess
maxpattadon,sbyfess
kanyadania,sbyfess
singkonghak,piiee08 msaid_didu
AndiDarmawan80,airlangga_hrt
melingbknmaling,sbyfess
Oim131,LuqmanBeeNKRI
maramuda,VIVAcoid
sabdopalon77,seruanhl
andsis999,zarazettirazr
yusupalimohamad,PerekonomianRI airlangga_hrt KemnakerRI
adzan_,BanuMuhammad
ridhorahadi,ChusnulSyantik
Ronnie88079202,ChusnulSyantik
Ronnie88079202,dear_priscila wahyufajar RadioElshinta PeterGontha
ari_aditya,RadioElshinta jokowi erickthohir KemenBUMN KemenkeuRI IDX_BEI
ari_aditya,BeritaJakarta aniesbaswedan DKIJakarta jokowi
ari_aditya,kumparan aniesbaswedan
ari_aditya,cnbcindonesia
ari_aditya,bima_marzuki DKIJakarta aniesbaswedan BangAriza DKIJakarta dprddkijakarta PSI_Jakarta jokowi narasitv
zakii_r,ChusnulSyantik
Slametr78259027,_KingPurwa
RFudoli,AchsanulQosasi msaid_didu
SuwandaBen,JimlyAs sukrinawawi
ridha_mute,CNNIndonesia
AuliaPulungan,kumparan
myozhyme,AnakLolina2
myozhyme,listriktoday _pln_id
ziaufaza,militannkri01 jokowi KSPgoid KemenkesRI Kemendagri_RI
Hasan49336769,mohmahfudmd
skinnypandaaa,Repyourebae
Daman39881386,ChusnulSyantik
pasadenasl,Ghea_Jhana_Lee
pasadenasl,MaspiyuO
pasadenasl,airlangga_hrt
SugiKawuloAlit,Imamsubarkah31 kumparan
PlendoDon,musniumar
asanjawa,ChusnulSyantik
cagubnyinyir2,Frans_Priyo marpaung913 Genesis7173
cagubnyinyir2,sirajapadoha Frans_Priyo kusumovina hoax_bukan
DaryantoOrie,ChusnulSyantik
apeungill,CutieKke
prasendhy_,mustafa04101979 dpermadhy campusteast CNNIndonesia ridwankamil
prasendhy_,ariefjohn_94 mustafa04101979 dpermadhy campusteast CNNIndonesia ridwankamil
cinnamongirlc,IngNa70
saveindonesia20,JhonaMerah CNNIndonesia aniesbaswedan
saveindonesia20,fahiraidris rmol_id
dizamilano,zarazettirazr
militannkri01,LOVE_AG4EVER BiLLRaY2019
Firdausharahap1,YusufNusantara1 airlangga_hrt airlangga_hrt
1ms1C,listriktoday Fa00mulan _pln_id
s1b4d,listriktoday FaGtng _pln_id
Bakuhantampunj1,_KingPurwa aniesbaswedan
manusia49926109,militannkri01 jokowi KSPgoid KemenkesRI Kemendagri_RI
Jojo8890475283,ChusnulSyantik
mulyono379,_KingPurwa
jangjunsenpai,Hi_Goldenness
arthurvilmon,Indonesianews15
NahItuDia19,ChusnulSyantik ChusnulSyantik
muhammadkemal23,ChusnulSyantik
muhammadkemal23,AnakLolina2
masjangka,sastagama
surjoyo1503,ChusnulSyantik
n_dre_,VIVAcoid
orcinusorcael,qnafess
erlinoise,qnafess
chan_dedot,zarazettirazr
toropilay2,ChusnulSyantik
toropilay2,ChusnulSyantik
rusdy301,Sudiyanto204573 Namaku_Mei harihariono1
videlyae,rrooel
RahimiNaali,merdekadotcom airlangga_hrt
agung_wahyudi15,subtanyarl
Tawangmangu3,fadjroeL
kakekharam,kanganjay BungIndra8 msaid_didu aniesbaswedan
Senapati_Malam,cnbcindonesia
Afdz_46,sbyfess
yuliuswiwin1,musniumar
Dodik85972254,AChiekal umatsabtuminggu hamsir2006 bedegong71 CNNIndonesia
Dodik85972254,msaid_didu aniesbaswedan
Dodik85972254,umar_imoetzz kumparan
Dodik85972254,bosedii3 Anizar28818848 Alfamaulana01 kumparan aniesbaswedan
Dodik85972254,mrzach28 CNNIndonesia EmangUdahSakit ririhadidd
Dodik85972254,Toperendusara1 akunsukas TirtoID berlianidris dayatia panca66
Dodik85972254,cnbcindonesia
Dodik85972254,b4n9y05 Fastforward92 Hasyimkhan3 yunartowijaya
arigayo1997,prastow jokowi KemenkesRI
naomemego,Pancookiee
JmJovial,jokowi
Last__Sword,zarazettirazr
MustanginAli3,demoSoCRAZY msaid_didu
MustanginAli3,demoSoCRAZY
BanyuCakraBuan1,AlviandraRahmat Dennysiregar7 musniumar ReflyHZ hnurwahid MardaniAliSera tifsembiring haikal_hassan ustadtengkuzul AnakKolong_
irmawindya,yunartowijaya ainunnajib
AdityaVVisnu,DonFlamingo_ sahaL_AS
Hanifah933,AriestaRiico_
Hanifah933,tjhinfar21 aniesbaswedan
akhwatelya,Syarman59 GeiszChalifah agung_darmad1 JimlyAs AliNgabalin1
akhwatelya,zarazettirazr
Syarman59,GeiszChalifah agung_darmad1 JimlyAs AliNgabalin1
MaulanaSB1,PeterUdayana kamalbukankemal
haiduarmemek,satrialenzun
Rahman4689,CASIGO2 fadjroeL
Rahman4689,Alfinmaulana105 hardimanasarga Moehamad07Yusuf msaid_didu
Rahman4689,hardimanasarga Moehamad07Yusuf msaid_didu
Rahman4689,Sigmahalim msaid_didu
JuraganBeras15,YusufNusantara1 airlangga_hrt
SultonAulia90,mudzakirmanaf ariefkhrisnawa1 yono_1977 ridwankamil
ariefjohn_94,prasendhy_ mustafa04101979 dpermadhy campusteast CNNIndonesia ridwankamil
MariadinyNia,andyydepp Fahrihamzah
MariadinyNia,hervanka Fahrihamzah
MariadinyNia,hervanka Fahrihamzah
Iyoush2,eko_kuntadhi
harryminangki,aniesbaswedan
harryminangki,tribunnews aniesbaswedan
cat5ims,txtdrpemerintah
cat5ims,AREAJULID
P_Eneste,MARQUEZ__93 mohmahfudmd aniesbaswedan
P_Eneste,WahabisLokal Pencerah__
mus_tya_na,annisalfr
WahyuSe06118463,jokowi
WahyuSe06118463,aniesbaswedan WahidinHalimWH jokowi PerekonomianRI DPR_RI
dhikAJA,_oesoep
IhsanWege,brandal_baru kurawa
SilitongaLukas,AV4tarPemburu ChusnulSyantik aniesbaswedan
katzefaule,inggavalensi
katzefaule,jokowi
JujurRindu,rudywijananto Dennysiregar7
JujurRindu,raja_pasar Dennysiregar7 aniesbaswedan Gerindra prabowo
JujurRindu,fauzanalazmi1 SarumahaBoy br_am007 Dennysiregar7
aqinmuhammad,AdhieMassardi
ChristiantoChr1,kompascom
awmeyy,subtanyarl
inggitababiel,RestyLeseh BimaAryaS
Buyungkiu,Kumis_Separoh
Linden_Dollar,putri_melayu02 DaengKayo89 cak_daus jpnncom
Linden_Dollar,DaengKayo89 putri_melayu02 cak_daus jpnncom
Linden_Dollar,putri_melayu02 DaengKayo89 cak_daus jpnncom
Linden_Dollar,DaengKayo89 putri_melayu02 cak_daus jpnncom
Linden_Dollar,putri_melayu02 DaengKayo89 cak_daus jpnncom
Linden_Dollar,putri_melayu02 DaengKayo89 cak_daus jpnncom
Linden_Dollar,putri_melayu02 DaengKayo89 cak_daus jpnncom
Linden_Dollar,putri_melayu02 DaengKayo89 cak_daus jpnncom
Linden_Dollar,putri_melayu02 DaengKayo89 cak_daus jpnncom
Upik13861710,CNNIndonesia
Upik13861710,AdhieMassardi
DaengKayo89,Linden_Dollar putri_melayu02 cak_daus jpnncom
DaengKayo89,Linden_Dollar putri_melayu02 cak_daus jpnncom
DaengKayo89,Linden_Dollar putri_melayu02 cak_daus jpnncom
putri_melayu02,Linden_Dollar DaengKayo89 cak_daus jpnncom
putri_melayu02,Linden_Dollar DaengKayo89 cak_daus jpnncom
putri_melayu02,Linden_Dollar DaengKayo89 cak_daus jpnncom
widie1023,TyasZain
Yusup20236540,sdnarm dpermadhy campusteast CNNIndonesia ridwankamil
xxsnide,reejakulasi
iqbalbaskara,ChiJauw
iqbalbaskara,ChiJauw
ImamSetyadi92,jpnncom
advirahmad,infojakarta
HariesRegar,jokowi
HariesRegar,jokowi
d_khmer,detikcom
d_khmer,tempodotco
kutanampelangi,SudahToh mohmahfudmd
Valkyreism,ridwankamil
Kurnia_arif,tempodotco
secret_Govermen,ILCtv1 aniesbaswedan
secret_Govermen,CNNIndonesia
yudianto99,jokowi DivHumas_Polri
Budiarm90670443,mohmahfudmd
ArieSondang,MataIndonesia8
cendanao,Adhi_Beka2 KadarismanSang yunartowijaya aniesbaswedan
cendanao,GembhelWedhus NijarDoni msaid_didu aniesbaswedan
QuRosa4,Hilmi28
ardianto_,wellylie99 DKIJakarta aniesbaswedan JSCLounge BangAriza dinkesJKT
JRoberts38,ivn_bin sariosulifany Muhamad_S_Adi faustafarel
JRoberts38,ivn_bin sariosulifany Muhamad_S_Adi faustafarel
diantaratitik,ch4fa sunjayacandra Pejuangrebahan1 ridwankamil
diantaratitik,sunjayacandra IisKusnawati ch4fa Pejuangrebahan1 ridwankamil
Agustin0708701,musniumar
Agustin0708701,msaid_didu
reza_granesha28,nastrovia27 CNNIndonesia
joewitjak,Dennysiregar7
vicmarhugo,_21Riz
_21Riz,vicmarhugo
bukandiogenes,FWBESS
gevi0619,RrgDevino 2024ErickThohir Fahrihamzah aniesbaswedan jokowi
Ecostud_,collegemenfess
WorSkyNoSky55,RrgDevino Riesta081980 2024ErickThohir Fahrihamzah aniesbaswedan jokowi
rizkynuramal,JimlyAs
shiaLebaou,Hans7912 ChusnulSyantik
shiaLebaou,MrsRachelIn
shiaLebaou,Hans7912 ChusnulSyantik
shiaLebaou,DTanjung15
shiaLebaou,jumianto_RK aniesbaswedan
shiaLebaou,seruanhl
makindiDepan,404IPv rtbrl Kayra40683526 Radar_Aktual
xxtendji,subtanyarl
kanlutau,MDaffai
jerezSamudra,Ellinisam SafitraEfri detikcom
Teslaa23,marshajeno
nabiila29,subtanyarl
eedo_realman,binsarnixon2 MARQUEZ__93
BasmiKadrun,chidory_ PartaiSocmed jokowi
SuddenD01990860,nastrovia27 CNNIndonesia
kemiri,petengzone IrwanSido hiYano
tukangkebunkata,boyrizautama
farid_wajdi70,paijodirajo
Bulu_Hidung_,worksfess
Yourlocalsartre,FirmansyahCatu1
lianalesham,hanathab
AndiHwj,yankwr MrajaDm cepe0216 hnurwahid jokowi
nastrovia27,CNNIndonesia
journaloey,sagityeol
journaloey,sagityeol
BilaBiyak,deryglow
donghyuuc,BilaBiyak
il_y3sss,ridwankamil
SRyanto94638978,yusuf_dumdum
SRyanto94638978,sampahperadapan
SRyanto94638978,Mawar_Hitam09 AntonStefanus
SRyanto94638978,iz_rizmaya buin83 bumnbersatu
SRyanto94638978,eko_kuntadhi
alax_batax,Tebegaya yono_1977 ridwankamil
MsyaiinS,CNNIndonesia
bountychaserr,61stRadical
ayah_haiping,digeeembokFC
Bams_1eng,bumnbersatu
suarabawahtanah,AndiArief__ aniesbaswedan
suarabawahtanah,tempodotco
suarabawahtanah,AdhieMassardi
tony19isme,bumnbersatu
nutrisarimango,bojone_konco sbyfess
nutrisarimango,bojone_konco sbyfess
Alfinmaulana105,Rahman4689 hardimanasarga Moehamad07Yusuf msaid_didu
RamaputraAldo,KemenkeuRI jokowi
SweetCorn1883,CNNIndonesia
goen_hpm,HatiHatiHalu
nanangsyaifudin,LokadataID
soojunggii,sinisukaanthony
Nenenddd,DanialRahman27
sariosulifany,ivn_bin JRoberts38 Muhamad_S_Adi faustafarel
sariosulifany,ivn_bin JRoberts38 Muhamad_S_Adi faustafarel
ellyaqul,wordfangs
ellyaqul,armandanimita
ellyaqul,bintangemon
ellyaqul,armandanimita
finairakara,daffana
Betzlectric,jokowi aniesbaswedan
sesuapnasi_,noormafmz
farhan_ariza,detikfinance
Comment_25,KompasTV
Comment_25,hnurwahid FPKSDPRRI
Comment_25,kompascom
Comment_25,maximilan_angel
Comment_25,korantempo
Comment_25,kompascom
Comment_25,kompascom
Comment_25,tvOneNews
marlin_rizki,Susierna
Spring_LoVe8,hwang_deep
Haseena612,AdalardBanim adietgembuLz paruliant_ ari_trismana
Haseena612,AdalardBanim adietgembuLz paruliant_ ari_trismana
TentacleFP,PabilaEsok
kutilkutu,RadioElshinta BNPB_Indonesia
ellastnight,tadunkdunk
hibribrii__,Uccy408
AdalardBanim,Haseena612 adietgembuLz paruliant_ ari_trismana
tanggal02,denis_zonrembo Nugraha62881273 YogaMA1001
hi_pian,askrlfess
iwalanwar,Dennysiregar7 yunartowijaya
rendrasejati,DTanjung15
coy96711647,gagal
Thomass90392754,bumnbersatu BloonGebuk
Thomass90392754,Nusanta28872448 ChusnulSyantik
Thomass90392754,EmillyLuwita46
Thomass90392754,AnakKolong_ DKIJakarta
Abah771,msaid_didu ridwankamil aniesbaswedan
GunendraAhmad,ovan_ghozali1 aniesbaswedan
Hoozel2,dayatia
YusufNusantara1,airlangga_hrt
YusufNusantara1,DiniHrdianti
trustissues1002,jamugenerik paperb0ys manu_siabiasa
RMondrokumoro,eko_kuntadhi
RMondrokumoro,TsamaraDKI AnggriantoJohny PSI_Jakarta
RMondrokumoro,TsamaraDKI AnggriantoJohny PSI_Jakarta
nurulrahma,mbakavy
belokkan,TsamaraDKI PSI_Jakarta
AbankTho2,Bimasen51315323 FirzaHusain
TjahyoUnky,bumnbersatu jokowi
dwiki_411,Dezashy
dwiki_411,habibah_asma
centangbiroe,msaid_didu ridwankamil aniesbaswedan
ekosepu29496095,Pencerah__ ciwe_l aniesbaswedan
Tommy21MV6,Rahman4689 hardimanasarga Moehamad07Yusuf msaid_didu
RKrisbiantoro,lukasomanalu
Fu65518884,hamidah_hidayat h4mz4h08 Fahrihamzah aniesbaswedan jokowi
habibfaisaln1,svytd
ACNugraha4,CNNIndonesia
rerewant1,DTanjung15
EkoSepu21260933,YouWillKnowDwi DPR_RI kemendagri aniesbaswedan jokowi
EkoSepu21260933,jokowi
EkoSepu21260933,jokowi
ntar_yaa,FerdinandHaean3
Albertilalang3,cintanegeriqu PantunJ2P
paimo469,DTanjung15
rizkimono_,alyzabachmid jsscaprmrth
NangaLamba,AV4tarPemburu NayDonuts jokowi PolhukamRI KSPgoid
NangaLamba,tjhinfar21
armando_aap,Harian_Jogja
sembilanbumi,DavidWijaya82 karniilyas
rossy_triska,bebykl
Miduk17,aniesbaswedan
shield17845,Pencerah__
shield17845,Mayariris2 Paulus_willy
chrrywine_,bootle9rascal
Nugraha62881273,YogaMA1001
tsetiady,Aswicahyono
JoyMeyAra1,AirinAirin_NZ ChusnulSyantik
JoyMeyAra1,jr_kw19 Rizmaya__
EddySumarno7,ayah_haiping musniumar
GusDaAD,MariadinyNia Fahrihamzah
RyanaAndhini,DTanjung15
Udien_Marbot,jr_kw19
Udien_Marbot,SudaryantoFany
Novrdx1,tribunnews aniesbaswedan
Novrdx1,aniesbaswedan
Novrdx1,FerdinandHaean3
DamanikTomok,kompasiana kompascom aniesbaswedan
IndonesiaBaikId,bps_statistics KemenkeuRI
Mosan40235070,NayDonuts
PakJenggot__,NayDonuts jokowi
ninanenen,nonebetawie
COREIndonesia,YusufRManilet CNNIndonesia
COREIndonesia,KontanNews
indra_agusta,iqbalrizaldi91 jokowi
irene_bee,buss1026btm2 Dennysiregar7 aniesbaswedan ridwankamil Kemendagri_RI titokarnaviann
kangjengfarhan,ainunnajib jokowi
oswltcobblepot,isyanasyaa
muh_dhik,VICE
Betchek1,americanoo_ice
americanoo_ice,Betchek1
hamidah_hidayat,h4mz4h08 Fahrihamzah aniesbaswedan jokowi
CryptoTuku,kanitanafiza _rrengginang
Theraid26619689,DTanjung15
Ephraym9,ShyaReepah
Ephraym9,ShyaReepah
Gandos_Akek,medcom_id
Rafael98778548,AlviAchdiyat
Sitiroh26584482,DTanjung15
pinklabzz,jokowi
obatpuyerr,beingluvyouall
_rani1603,lintang_ayoe
sumoburloff,detikcom detikfinance
Toperendusara1,SirianaGde aniesbaswedan berlianidris DonAdam68 RamliRizal
SriRedjeki2,hnurwahid jokowi
SabdoWiro,Fahrihamzah aniesbaswedan jokowi
SabdoWiro,Zaein92958331 msaid_didu aniesbaswedan msaid_didu
naracandraa,davidaje bomangco dayatia
wattisoemarsono,DTanjung15
kenzhy_trueblue,Ellinisam SafitraEfri detikcom
Soerja_Tjahaja,Kadrun_GL aniesbaswedan
Alfiansyahfahri,PojokSatu
ryanjscot,irzan_wiratama drpriono1 KawalCOVID19
sfi4ns,TeddyGusnaidi
sfi4ns,didienAZHAR hartanto_mas
alenkalenk,rcchanee liyilyliy coImmq txtdrpemerintah
Blowfis20,KelinciPaskah TirtoID
Blowfis20,mazzbul CNNIndonesia
Kenzo_Hamtaro,Hilmi28
surjoharsorama,evapaw
ApriliaLin,shield17845 juliaribatubara KemensosRI
Ariel97944598,hariankompas
weechankawai,Ellinisam AnggriawanSend1 SafitraEfri detikcom
Arrasyid661,KompasTV
supriya62582459,ridwanhr
mufidmommy,ezash
wahyu_djanti88,DTanjung15
whatever_u9,rharatuas mickby detikcom detikfinance
AChiekal,TsamaraDKI PSI_Jakarta
AChiekal,yunartowijaya
si_mon_ey_e,FerdinandHaean3
failed_edgelord,TaniAndani
Ad1winat4,aniesbaswedan
ICM212,DTanjung15
OeiYokSoe499,aniesbaswedan
kusiadelman,ogiwicaksana yadiwinarto firmanyursak
Batax_Nasional,Dennysiregar7 aniesbaswedan ridwankamil
Batax_Nasional,mastotoping pasiencorona buss1026btm2 Dennysiregar7 aniesbaswedan ridwankamil jokowi
trah_jawa,GeiszChalifah aniesbaswedan
DekRizkia,DTanjung15
ogiwicaksana,yadiwinarto firmanyursak
Obusaja,Ellinisam SafitraEfri detikcom
Prasety72595950,buss1026btm2
Prasety72595950,Mawar_Hitam09
Prasety72595950,LOVE_AG4EVER
Prasety72595950,LOVE_AG4EVER
Prasety72595950,__GoldenAngel_ aniesbaswedan
Prasety72595950,FirzaHusain
Prasety72595950,MrsRachelIn jpnncom
Prasety72595950,MrsRachelIn
yunisyafitri_,alchemistjumat
widyaneny,khairunnisany SafitraEfri Ellinisam detikcom
umarfaruqi_SHI,Bungaku_Seroja
dimasnpratama,detikcom
abimaLTR,tifsembiring msaid_didu sandiuno MardaniAliSera
nova__setyanto,CNNIndonesia detikfinance
fia_life,NFiaLysa
febrianjrit,ridwanhr
Oh_Myfish,loonakimlip
CLELYLY,RudyRoedyanto
vinosa,Ellinisam SafitraEfri detikcom
andri_attitude,Sadako_jenong69
Sadako_jenong69,DavidWijaya82
Sadako_jenong69,andri_attitude
NapitHerman,MaspiyuO
Choco_strwbrry,aharisth Indramustaqim imanlagi
bangacit,sophia_ov
ajidaribawa,fthnrmdhon_i txtdrpemerintah
achingjpl,DTanjung15
KareefCool,mpok_intan aniesbaswedan jokowi
jujulahpadaku,rlthingy
gocengseribu,rlthingy
tirtapandia,ainunnajib
Gue_Notonegoro,faridaliee
HujanAngin__02,Ellinisam SafitraEfri detikcom
centengbetawi,TsamaraDKI PSI_Jakarta jokowi
jingin_bicit,panca66 airlangga_hrt
_n_1_7_,RestyLeseh
Yeniang64829551,sathanashelvete geloraco
Yeniang64829551,AndiArief__ aniesbaswedan
Mohamad50983447,AirinAirin_NZ tjhinfar21 ganjarpranowo BimaAryaS ridwankamil
Mohamad50983447,__GoldenAngel_
Mohamad50983447,DavidWijaya82
Mohamad50983447,seruanhl KakekHalal aniesbaswedan
pretdacuih,firdzaradiany fullmoonfolks
fsenewe,arifrahman0909 ainunnajib
B4hDeon,aniesbaswedan
NengEstiii,savicali
DavidWijaya82,Mohamad50983447
ii_aris,megaxuz detikcom detikfinance
ii_aris,megaxuz detikcom detikfinance
rynygskt_,derryaraditya hrdbacot
KakekHalal,jokowi kemendagri dprddkijakarta aniesbaswedan DKIJakarta
KakekHalal,jokowi PerekonomianRI airlangga DKIJakarta
qovidja,Alterthingy_
TobroniU,haikal_hassan
_oki_10,tempodotco
CoffeeL75378608,Dennysiregar7
CoffeeL75378608,Dennysiregar7
CoffeeL75378608,Dennysiregar7
meow_leader,DTanjung15
meow_leader,VIVAcoid
Dch1203,03__nakula
KangScroll,JackVardan
nasibwni,yusuf_dumdum
teddygalodo,Nebukadnezar88 DadangSupratman TsamaraDKI PSI_Jakarta
nuriaarifianiAP,annisandew
FreemasonryID,Ellinisam SafitraEfri detikcom
salima252,DTanjung15
Ellinisam,SafitraEfri detikcom
Ellinisam,AnggriawanSend1 SafitraEfri detikcom
Ode84,osenkgambas
1gyulnoona,anzahgyul
_Ratnadewanti_,KontanNews
maxramajaya,Ellinisam SafitraEfri detikcom
Coronna_Update,JYVL ricerch1 drpriono1 KawalCOVID19
DuewiWibowo,DonAdam68
Dhany019,MardaniAliSera
LisNcup,CiungKana
ojowagu1,customkarawang Dennysiregar7 aniesbaswedan
BlackYudhistira,aniesbaswedan
Daniel45160602,Indonesianews15
Daniel45160602,Dennysiregar7 DKIJakarta aniesbaswedan
nadiirrrr__,undipmenfess
KampretSejati3,Ahyu_Mentari Hanifah933
rifahri_fahri,hizkiayosafats
New_BUFFETT,FerdinandHaean3 jokowi airlangga_hrt erickthohir kemendagri kemenkomarves TjahjantoHadi DivHumas_Polri
Widyaisback,FerdinandHaean3 jokowi airlangga_hrt erickthohir kemendagri kemenkomarves TjahjantoHadi DivHumas_Polri
mitraref1,kumparan
ininaawaa,Fang_thome
songkowisongko,Miduk17 caitlinlauretta
OfficialRCTI,okezonenews
ronnieradking,Sultanmzaki1 s0ftcandy
JYVL,ricerch1 drpriono1 KawalCOVID19
ricerch1,drpriono1 KawalCOVID19
kaukutangkap_,NayDwiyana
surya_trenggana,tkjcrew
chachuul,febrohandoyo
encupoyooupo,BecaMamat mohmahfudmd
encupoyooupo,demang_semprul ithuts yazid_fadhlan dimas_skeptis mochamadarip
encupoyooupo,Jeff_Zain mohmahfudmd
Shelbyy10905326,Drysnowing subtanyarl
demang_semprul,ithuts yazid_fadhlan dimas_skeptis mochamadarip
parisvarisfaris,fifachazali
parisvarisfaris,nathanaeldotid
parisvarisfaris,nulisbuku
Hinami_fueguch,Elina_Vay
ramadhank1440,FaldoMaldini
Pribadi20115,tansahbarokah Rismaayunur kangpree
Zoologi16018916,Dheejhe1203
cristantodn666,Elina_Vay ArifinNKRI1 jokowi
cristantodn666,Elina_Vay ArifinNKRI1
alipfadilah1,henrysubiakto
IrvanAUtama1,RamliRizal jokowi
Enda863,FerdinandHaean3
mhutauruk,KompasTV
mhutauruk,tvOneNews
DarmadiAktivis,jokowi
ZakyZakyzey,Dennysiregar7
megaxuz,seruanhl
megaxuz,lukmanpohan08 detikcom detikfinance
megaxuz,detikcom detikfinance
megaxuz,Ar1Pangeran
megaxuz,ii_aris detikcom detikfinance
Samm1dhana,DeHoutman_id
Nitro_Foxit,FerdinandHaean3
Nitro_Foxit,nathanaeldotid
sambattoheal,BruceWayne888
andicha53031976,DKIJakarta aniesbaswedan JSCLounge BangAriza dinkesJKT
KaspoFull,Reinaldygerwin1 yunartowijaya aniesbaswedan
Vickry85660270,BalaBalaCocol wati_hestia detikcom detikfinance
rockstation17,ghanieierfan
HendriPurnadi,kabarpolitik msaid_didu
HendriPurnadi,AnthonyBudiawan msaid_didu
Covidhikmah,yunartowijaya
sisgro20,hadifianwidjaja ytitok sehatdirumah herisyusuf11 AnthonyBun yunartowijaya
sisgro20,ytitok sehatdirumah hadifianwidjaja herisyusuf11 AnthonyBun yunartowijaya
sisgro20,yoitsbol G4lK3nKu_5 umatsabtuminggu AChiekal CNNIndonesia
sisgro20,hadifianwidjaja sehatdirumah ytitok herisyusuf11 AnthonyBun yunartowijaya
sisgro20,hadifianwidjaja ytitok sehatdirumah herisyusuf11 AnthonyBun yunartowijaya
sisgro20,hadifianwidjaja sehatdirumah ytitok herisyusuf11 AnthonyBun yunartowijaya
sisgro20,hadifianwidjaja sehatdirumah ytitok herisyusuf11 AnthonyBun yunartowijaya
vonnydavon,herman_depp VIVAcoid
kang_dikibulin,Hilmi28
ebk_id,Dennysiregar7 aniesbaswedan
AniSuyanti2,WagimanDeep212
aprivnto,groozsa
404IPv,kapuyuak_24285 far_hay tifsembiring
pranamawada,Adistiy
chaidierizaldi,lantangsayang
Adistiy,pranamawada
MuhammadTB10,dapitnih
YNTSWN,sunnydusk_
Hendra_M2020,MusafirRantau detikcom
moohaiimeen,ainunnajib
kenzo78418261,podoradong
RainiDede,koran_jakarta
masiambdl,Adnanw_8 babyrrage
Nengnopie2,CNNIndonesia DonAdam68
gigihsyb,hamambr
gigihsyb,hamambr
DomiThaliaPutri,Hery091068 kurawa
BurhanudinKama1,yunartowijaya yunartowijaya
RFadilla,RyanMauladani
andimhal,Dennysiregar7 aniesbaswedan
andimhal,detikcom detikfinance
kikiewah02,fagan1892
HasanuddinAslam,yunartowijaya
Jeliten19381582,Pencerah__ denni_loyz
Cantika_Rahayuu,geloraco
Cantika_Rahayuu,FerdinandHaean3
LoneSkoll,aniesbaswedan
TyasZain,Akbaaruu
sylvkartika,malegorgon
Muadz38588306,zarazettirazr
sawitindonesia,jokowi Kiyai_MarufAmin airlangga_hrt KemenkeuRI
sulchan,detikfinance
AyamSegar3,glondhorjaya Liz3b3d FerdinandHaean3 ruddyan2 aniesbaswedan jokowi
solebayah,CNNIndonesia
MattRai3,CatatanAli07 _doncorleone_78 aniesbaswedan ridwankamil
aldrinjuliant,rbrianoc
AdrianiDani,Merryabahri
AdiMawa22441862,akich4y ustadtengkuzul ProfYLH tunagajah Kemenag_RI
edoth76,idtodayco abraham150395
edoth76,bangGo_zally mawisevendry CNNIndonesia
RizkiKautsar2,detikcom detikfinance
DedenMula,FerdinandHaean3
IpinzAnt,kapuyuak_24285 far_hay tifsembiring
AsepMul79,podoradong Ety67569221
Ykaz_23,TirtoID
joni_dull,_KingPurwa
bayhndn,mohmahfudmd
kapuyuak_24285,far_hay tifsembiring
kapuyuak_24285,Candraasmara85
kang_akuy,msaid_didu aniesbaswedan
AlphaZenyth,marlina_idha airlangga_hrt
CopySalsabila,aniesbaswedan
RasMelayu,ustadtengkuzul
LidyaSu54839882,gie_surya Fahrihamzah nadiemmakarim jokowi
fauzanalazmi1,JujurRindu SarumahaBoy br_am007 Dennysiregar7
keretaterakhir,anindamayanti setyassida
keretaterakhir,setyassida anindamayanti
Irfansyahirawan,RamliRizal
anindamayanti,keretaterakhir setyassida
Maryasan_Acan,podoradong
Shishi_Son2,SarumahaBoy JujurRindu Dennysiregar7
Batas_Air,hegar_pramastya ilhamnug12 drpriono1
inrachma,SantorinisSun ellreborn DiniHrdianti
antoauuuw,PojokSatu
Oposisi46,Kiyai_MarufAmin
ba_ger91,gadisresidu_b3
ba_ger91,Mawar_Hitam09 AntonStefanus
ba_ger91,FerdinandHaean3
hsza81,TirtoID
rizkyahmadmudza,liputan6dotcom
MohamadAlifin,Baracuda1818 aniesbaswedan
rasamalasp,jokowi
ArbiNursalim,AriestaRiico_ ChusnulSyantik
Rismaayunur,Bandungsinggoe1 jericho_792
andwikapandoe,psychdvck muhyii_
GreatHeimdall,febray detikcom detikfinance
efandiwd,ernestprakasa
Refan8285,MAndiPalallo JamalBoegis
vanMaretan,republikaonline
Budijon76660606,Kanseulir
Budijon76660606,Kanseulir
NagaGiok,FerdinandHaean3
grumpybora,bennymax_
nyctophiliiiaaa,evadarkmn ZombieLaper adityapriangga txtdrpemerintah
d3ni0dang,WartaEkonomi
ThisIsLons,mauludirfd15
M29___,dimasajalah_ yuana_kusuma eko_kuntadhi
OnlineRejeki,ChusnulSyantik
wandi_atjeh,podoradong
BuddyA9ustian,LenjelMelah_II
BuddyA9ustian,ChusnulSyantik
semut_dahsyat,yunartowijaya
VADUKA___KOLAK,yohanes1899 Um4t_N4b1 Gajahmodo3
KompasData,Santijuntak
yohanes1899,Um4t_N4b1 Gajahmodo3 VADUKA___KOLAK
Gue_Influencer,marlina_idha
Rafiqiganteng,Dennysiregar7
soejitno_,VIVAcoid
lambung_perih,Sahabat_Bangsa RamliRizal
DavidWijayaNew1,januar_soesanto jokowi
Faldylouis_,radeniqballl
